reaction	isozyme	gene_product	stoichiometry
HYXNtpp	iso1	b4064	1
HYXNtpp	iso2	b4464	1
I2FE2SR	iso1	b2529	2
I2FE2SR	iso1	b2530	2
I2FE2SS2	iso1	b2529	2
I2FE2SS2	iso1	b2530	2
I2FE2SS	iso1	b2529	2
I2FE2SS	iso1	b2530	2
I2FE2ST	iso1	b2528	1
I2FE2ST	iso1	b2529	1
I4FE4SR	iso1	b2529	2
I4FE4ST	iso1	b2528	1
I4FE4ST	iso1	b2529	1
ICDHyr	iso1	b1136	2
ICHORS_copy1	iso1	b0593	1
ICHORS_copy2	iso1	b2265	2
ICHORT	iso1	b0595	1
ICL	iso1	b4015	4
ICYSDS	iso1	b2530	2
IDOND2	iso1	b4267	1
IDOND	iso1	b4267	1
IDONt2rpp	iso1	b4265	1
IDONtex	iso1	b0241	3
IDONtex	iso2	b0929	3
IDONtex	iso3	b1377	3
IDONtex	iso4	b2215	3
IG3PS	iso1	b2023	1
IG3PS	iso1	b2025	1
IGPDH	iso1	b2022	1
IGPS	iso1	b1262	1
ILEabcpp	iso1	b3454	1
ILEabcpp	iso1	b3455	1
ILEabcpp	iso1	b3456	1
ILEabcpp	iso1	b3457	1
ILEabcpp	iso1	b3460	1
ILEt2rpp	iso1	b0401	1
ILEt3pp	iso1	b4141	1
ILETA	iso1	b3770	6
ILEtex	iso1	b0241	3
ILEtex	iso2	b0929	3
ILEtex	iso3	b1377	3
ILEtex	iso4	b2215	3
IMPC	iso1	b4006	1
IMPD	iso1	b2508	4
IMPtex	iso1	b0241	3
IMPtex	iso2	b0929	3
IMPtex	iso3	b1377	3
IMPtex	iso4	b2215	3
INDOLEt2pp	iso1	b3035	3
INDOLEt2pp	iso1	b3265	1
INDOLEt2pp	iso1	b3266	1
INDOLEt2rpp	iso1	b3161	1
INDOLEtex	iso1	b0241	3
INDOLEtex	iso2	b0929	3
INDOLEtex	iso3	b1377	3
INDOLEtex	iso4	b2215	3
INOSTO	iso1	b3488	1
INOSTt4pp	iso1	b3679	1
INSH	iso1	b0030	1
INSK	iso1	b0477	2
INSt2pp	iso1	b2393	1
INSt2pp	iso2	b2406	1
INSt2pp	iso3	b2964	1
INSt3pp	iso1	b3662	1
INStex	iso1	b0411	1
INSTtex	iso1	b0241	3
INSTtex	iso2	b0929	3
INSTtex	iso3	b1377	3
INSTtex	iso4	b2215	3
IPDDI	iso1	b2889	2
IPDPS	iso1	b0029	2
IPMD	iso1	b0073	2
IPMD	iso2	b1800	1
IPPMIa	iso1	b0071	1
IPPMIa	iso1	b0072	1
IPPMIb	iso1	b0071	1
IPPMIb	iso1	b0072	1
IPPS	iso1	b0074	4
ISETACabcpp	iso1	b0365	1
ISETACabcpp	iso1	b0366	2
ISETACabcpp	iso1	b0367	2
ISETACabcpp	iso2	b0933	2
ISETACabcpp	iso2	b0934	2
ISETACabcpp	iso2	b0936	1
ISETACtex	iso1	b0241	3
ISETACtex	iso2	b0929	3
ISETACtex	iso3	b1377	3
ISETACtex	iso4	b2215	3
K2L4Aabcpp	iso1	b0914	2
K2L4Aabctex	iso1	b0054	1
K2L4Aabctex	iso1	b0641	1
K2L4Aabctex	iso1	b3199	1
K2L4Aabctex	iso1	b3200	1
K2L4Aabctex	iso1	b3201	1
K2L4Aabctex	iso1	b4261	1
K2L4Aabctex	iso1	b4262	1
Kabcpp	iso2	b0696	1
Kabcpp	iso2	b0697	1
Kabcpp	iso2	b0698	1
Kabcpp	iso2	b4513	1
KARA1	iso1	b3774	4
KARA2	iso1	b3774	4
KAS14	iso1	b1095	2
KAS14	iso2	b2323	2
KAS15	iso1	b1091	2
KDOCT2	iso1	b0918	1
KDOPP	iso1	b3198	4
KDOPS	iso1	b1215	3
KDUI	iso1	b2843	6
KG6PDC	iso1	b3581	2
KG6PDC	iso2	b4196	2
Kt2pp	iso1	b1250	1
Kt2pp	iso2	b1291	1
Kt2pp	iso2	b1363	1
Kt2pp	iso2	b3290	1
Kt2pp	iso3	b1291	1
Kt2pp	iso3	b3290	1
Kt2pp	iso3	b3849	1
Kt2pp	iso4	b3747	1
Kt3pp	iso1	b0047	2
Kt3pp	iso2	b0842	1
Kt3pp	iso3	b1216	1
Kt3pp	iso4	b3350	1
Ktex	iso1	b0241	3
Ktex	iso2	b0929	3
Ktex	iso3	b1377	3
Ktex	iso4	b2215	3
LA4NTpp	iso1	b2257	1
LACZ	iso1	b0344	4
LACZpp	iso1	b2132	1
LADGMDH	iso1	b1326	2
LALADGLUtex	iso1	b0241	3
LALADGLUtex	iso2	b0929	3
LALADGLUtex	iso3	b1377	3
LALADGLUtex	iso4	b2215	3
LALADGLUtpp	iso1	b0709	1
LALADGLUtpp	iso2	b1634	1
LALADGLUtpp	iso3	b3496	1
LALADGLUtpp	iso4	b4130	1
LALALGLUtex	iso1	b0241	3
LALALGLUtex	iso2	b0929	3
LALALGLUtex	iso3	b1377	3
LALALGLUtex	iso4	b2215	3
LALALGLUtpp	iso1	b0709	1
LALALGLUtpp	iso2	b1634	1
LALALGLUtpp	iso3	b3496	1
LALALGLUtpp	iso4	b4130	1
LALDO2x	iso1	b3945	2
LALGP	iso1	b0237	1
LCADi	iso1	b1415	4
LCARS	iso1	b2799	2
LCARSyi	iso1	b0325	1
LCTSt3ipp	iso1	b0070	1
LCTSt3ipp	iso2	b1528	1
LCTSt3ipp	iso3	b2170	1
LCTStex	iso1	b0241	3
LCTStex	iso2	b0929	3
LCTStex	iso3	b1377	3
LCTStex	iso4	b2215	3
LCTStpp	iso1	b0343	1
LDGUNPD	iso1	b1285	1
LDH_D2	iso1	b2133	1
LDH_D	iso1	b1380	1
LEUabcpp	iso1	b3454	1
LEUabcpp	iso1	b3455	1
LEUabcpp	iso1	b3456	1
LEUabcpp	iso1	b3457	1
LEUabcpp	iso1	b3458	1
LEUabcpp	iso2	b3454	1
LEUabcpp	iso2	b3455	1
LEUabcpp	iso2	b3456	1
LEUabcpp	iso2	b3457	1
LEUabcpp	iso2	b3460	1
LEUt2rpp	iso1	b0401	1
LEUt3pp	iso1	b1798	1
LEUt3pp	iso2	b4141	1
LEUTAi	iso1	b3770	6
LEUTAi	iso2	b4054	2
LEUtex	iso1	b0241	3
LEUtex	iso2	b0929	3
LEUtex	iso3	b1377	3
LEUtex	iso4	b2215	3
LGTHL	iso1	b1651	2
LIPAabcpp	iso1	b0914	2
LIPAabctex	iso1	b0054	1
LIPAabctex	iso1	b0641	1
LIPAabctex	iso1	b3199	1
LIPAabctex	iso1	b3200	1
LIPAabctex	iso1	b3201	1
LIPAabctex	iso1	b4261	1
LIPAabctex	iso1	b4262	1
LIPACabcpp	iso1	b0914	2
LIPAHT2ex	iso1	b0622	2
LIPAHTex	iso1	b0622	2
LIPAMPL	iso1	b4386	1
LIPATPT	iso1	b4386	1
LIPOCT	iso1	b0630	1
LIPOS	iso1	b0628	1
LIPOtex	iso1	b0241	3
LIPOtex	iso2	b0929	3
LIPOtex	iso3	b1377	3
LIPOtex	iso4	b2215	3
LKDRA	iso1	b2245	6
L_LACD2	iso1	b0306	1
L_LACD2	iso1	b0307	1
L_LACD2	iso1	b0308	1
L_LACD2	iso2	b3605	1
L_LACD3	iso1	b0306	1
L_LACD3	iso1	b0307	1
L_LACD3	iso1	b0308	1
L_LACD3	iso2	b3605	1
L_LACt2rpp	iso1	b2975	1
L_LACt2rpp	iso2	b3603	1
L_LACtex	iso1	b0241	3
L_LACtex	iso2	b0929	3
L_LACtex	iso3	b1377	3
L_LACtex	iso4	b2215	3
LPADSS	iso1	b0182	1
LPLIPAL1A120pp	iso1	b0494	1
LPLIPAL1A140pp	iso1	b0494	1
LPLIPAL1A141pp	iso1	b0494	1
LPLIPAL1A160pp	iso1	b0494	1
LPLIPAL1A161pp	iso1	b0494	1
LPLIPAL1A180pp	iso1	b0494	1
LPLIPAL1A181pp	iso1	b0494	1
LPLIPAL1E120pp	iso1	b0494	1
LPLIPAL1E140pp	iso1	b0494	1
LPLIPAL1E141pp	iso1	b0494	1
LPLIPAL1E160pp	iso1	b0494	1
LPLIPAL1E161pp	iso1	b0494	1
LPLIPAL1E180pp	iso1	b0494	1
LPLIPAL1E181pp	iso1	b0494	1
LPLIPAL1G120pp	iso1	b0494	1
LPLIPAL1G140pp	iso1	b0494	1
LPLIPAL1G141pp	iso1	b0494	1
LPLIPAL1G160pp	iso1	b0494	1
LPLIPAL1G161pp	iso1	b0494	1
LPLIPAL1G180pp	iso1	b0494	1
LPLIPAL1G181pp	iso1	b0494	1
LPLIPAL2A120	iso1	b3825	1
LPLIPAL2A140	iso1	b3825	1
LPLIPAL2A141	iso1	b3825	1
LPLIPAL2A160	iso1	b3825	1
LPLIPAL2A161	iso1	b3825	1
LPLIPAL2A180	iso1	b3825	1
LPLIPAL2A181	iso1	b3825	1
LPLIPAL2ATE120	iso1	b3825	1
LPLIPAL2ATE140	iso1	b3825	1
LPLIPAL2ATE141	iso1	b3825	1
LPLIPAL2ATE160	iso1	b3825	1
LPLIPAL2ATE161	iso1	b3825	1
LPLIPAL2ATE180	iso1	b3825	1
LPLIPAL2ATE181	iso1	b3825	1
LPLIPAL2ATG120	iso1	b3825	1
LPLIPAL2ATG140	iso1	b3825	1
LPLIPAL2ATG141	iso1	b3825	1
LPLIPAL2ATG160	iso1	b3825	1
LPLIPAL2ATG161	iso1	b3825	1
LPLIPAL2ATG180	iso1	b3825	1
LPLIPAL2ATG181	iso1	b3825	1
LPLIPAL2E120	iso1	b3825	1
LPLIPAL2E140	iso1	b3825	1
LPLIPAL2E141	iso1	b3825	1
LPLIPAL2E160	iso1	b3825	1
LPLIPAL2E161	iso1	b3825	1
LPLIPAL2E180	iso1	b3825	1
LPLIPAL2E181	iso1	b3825	1
LPLIPAL2G120	iso1	b3825	1
LPLIPAL2G140	iso1	b3825	1
LPLIPAL2G141	iso1	b3825	1
LPLIPAL2G160	iso1	b3825	1
LPLIPAL2G161	iso1	b3825	1
LPLIPAL2G180	iso1	b3825	1
LPLIPAL2G181	iso1	b3825	1
LSERDHr	iso1	b1539	4
LYSabcpp	iso1	b2306	2
LYSabcpp	iso1	b2307	1
LYSabcpp	iso1	b2308	1
LYSabcpp	iso1	b2310	1
LYSAM	iso1	b4146	1
LYSDC	iso1	b0186	10
LYSDC	iso2	b4131	10
LYSt2pp	iso1	b2156	1
LYSt3pp	iso1	b0874	1
LYSt3pp	iso2	b2923	1
LYStex	iso1	b0241	3
LYStex	iso2	b0929	3
LYStex	iso3	b1377	3
LYStex	iso4	b2215	3
LYXI	iso1	b3903	4
LYXt2pp	iso1	b3907	1
LYXtex	iso1	b0241	3
LYXtex	iso2	b0929	3
LYXtex	iso3	b1377	3
LYXtex	iso4	b2215	3
M1PD	iso1	b3600	1
MACPD	iso1	b2323	2
MALCOAMT	iso1	b0777	1
MALDDH	iso1	b1800	1
MALDt2_2pp	iso1	b3528	1
MALDtex	iso1	b0241	3
MALDtex	iso2	b0929	3
MALDtex	iso3	b1377	3
MALDtex	iso4	b2215	3
MALS	iso1	b2976	1
MALS	iso2	b4014	1
MALt2_2pp	iso1	b3528	1
MALt2_3pp	iso1	b4123	1
MALt2_3pp	iso2	b4138	1
MALTabcpp	iso1	b4032	1
MALTabcpp	iso1	b4033	1
MALTabcpp	iso1	b4034	1
MALTabcpp	iso1	b4035	2
MALTATr	iso1	b0459	2
MALtex	iso1	b0241	3
MALtex	iso2	b0929	3
MALtex	iso3	b1377	3
MALtex	iso4	b2215	3
MALTHXabcpp	iso1	b4032	1
MALTHXabcpp	iso1	b4033	1
MALTHXabcpp	iso1	b4034	1
MALTHXabcpp	iso1	b4035	2
MALTHXtexi	iso1	b4036	3
MALTPTabcpp	iso1	b4032	1
MALTPTabcpp	iso1	b4033	1
MALTPTabcpp	iso1	b4034	1
MALTPTabcpp	iso1	b4035	2
MALTptspp	iso1	b1621	1
MALTptspp	iso1	b2415	1
MALTptspp	iso1	b2416	1
MALTptspp	iso1	b2417	1
MALTPTtexi	iso1	b4036	3
MALTtexi	iso1	b4036	3
MALTTRabcpp	iso1	b4032	1
MALTTRabcpp	iso1	b4033	1
MALTTRabcpp	iso1	b4034	1
MALTTRabcpp	iso1	b4035	2
MALTTRtexi	iso1	b4036	3
MALTTTRabcpp	iso1	b4032	1
MALTTTRabcpp	iso1	b4033	1
MALTTTRabcpp	iso1	b4034	1
MALTTTRabcpp	iso1	b4035	2
MALTTTRtexi	iso1	b4036	3
MAN1PT2	iso1	b2049	1
MAN6PI	iso1	b1613	1
MAN6Pt6_2pp	iso1	b3666	1
MAN6Ptex	iso1	b0241	3
MAN6Ptex	iso2	b0929	3
MAN6Ptex	iso3	b1377	3
MAN6Ptex	iso4	b2215	3
MANAO	iso1	b4323	1
MANGLYCptspp	iso1	b0731	1
MANGLYCptspp	iso1	b2415	1
MANGLYCptspp	iso1	b2416	1
MANGLYCtex	iso1	b0241	3
MANGLYCtex	iso2	b0929	3
MANGLYCtex	iso3	b1377	3
MANGLYCtex	iso4	b2215	3
MANPGH	iso1	b0732	1
MANptspp	iso1	b1817	1
MANptspp	iso1	b1818	1
MANptspp	iso1	b1819	1
MANptspp	iso1	b2415	1
MANptspp	iso1	b2416	1
MANtex	iso1	b0241	3
MANtex	iso2	b0929	3
MANtex	iso3	b1377	3
MANtex	iso4	b2215	3
MC6PH	iso1	b1734	4
MCITD	iso1	b0334	1
MCITL2	iso1	b0331	4
MCITS	iso1	b0333	2
MCOATA	iso1	b1092	1
MCOATA	iso1	b1094	1
MCPST	iso1	b2521	1
MCTP1App	iso1	b0084	1
MCTP1App	iso1	b0149	1
MCTP1App	iso1	b0635	1
MCTP1App	iso2	b0084	1
MCTP1App	iso2	b0635	1
MCTP1App	iso2	b3396	1
MCTP1Bpp	iso1	b0925	1
MCTP1Bpp	iso2	b1678	1
MCTP2App	iso1	b0084	1
MCTP2App	iso1	b0149	1
MCTP2App	iso1	b0635	1
MCTP2App	iso2	b0084	1
MCTP2App	iso2	b0635	1
MCTP2App	iso2	b3396	1
MDDCP1pp	iso1	b0376	1
MDDCP1pp	iso2	b0632	1
MDDCP1pp	iso3	b0839	1
MDDCP1pp	iso4	b2010	1
MDDCP1pp	iso5	b2430	1
MDDCP1pp	iso6	b3182	1
MDDCP2pp	iso1	b0376	1
MDDCP2pp	iso2	b0632	1
MDDCP2pp	iso3	b0839	1
MDDCP2pp	iso4	b2010	1
MDDCP2pp	iso5	b2430	1
MDDCP2pp	iso6	b3182	1
MDDCP3pp	iso1	b0376	1
MDDCP3pp	iso2	b0632	1
MDDCP3pp	iso3	b0839	1
MDDCP3pp	iso4	b2010	1
MDDCP3pp	iso5	b2430	1
MDDCP3pp	iso6	b3182	1
MDDCP4pp	iso1	b0376	1
MDDCP4pp	iso2	b0632	1
MDDCP4pp	iso3	b0839	1
MDDCP4pp	iso4	b2010	1
MDDCP4pp	iso5	b2430	1
MDDCP4pp	iso6	b3182	1
MDDCP5pp	iso1	b0376	1
MDDCP5pp	iso2	b0632	1
MDDCP5pp	iso3	b0839	1
MDDCP5pp	iso4	b2010	1
MDDCP5pp	iso5	b2430	1
MDDCP5pp	iso6	b3182	1
MDDEP1pp	iso1	b0376	1
MDDEP1pp	iso2	b1655	1
MDDEP1pp	iso3	b1856	1
MDDEP1pp	iso4	b2134	1
MDDEP1pp	iso5	b2175	1
MDDEP1pp	iso6	b2328	1
MDDEP1pp	iso7	b3182	1
MDDEP2pp	iso1	b0376	1
MDDEP2pp	iso2	b1655	1
MDDEP2pp	iso3	b1856	1
MDDEP2pp	iso4	b2134	1
MDDEP2pp	iso5	b2175	1
MDDEP2pp	iso6	b2328	1
MDDEP2pp	iso7	b3182	1
MDDEP3pp	iso1	b0376	1
MDDEP3pp	iso2	b1655	1
MDDEP3pp	iso3	b1856	1
MDDEP3pp	iso4	b2134	1
MDDEP3pp	iso5	b2175	1
MDDEP3pp	iso6	b2328	1
MDDEP3pp	iso7	b3182	1
MDDEP4pp	iso1	b0376	1
MDDEP4pp	iso2	b1655	1
MDDEP4pp	iso3	b1856	1
MDDEP4pp	iso4	b2134	1
MDDEP4pp	iso5	b2175	1
MDDEP4pp	iso6	b2328	1
MDDEP4pp	iso7	b3182	1
MDH2	iso1	b2210	1
MDH3	iso1	b2210	1
MDH	iso1	b3236	2
ME1	iso1	b1479	4
ME2	iso1	b2463	1
MECDPDH5	iso1	b0684	1
MECDPDH5	iso1	b2515	1
MECDPDH5	iso2	b2515	1
MECDPDH5	iso2	b2895	1
MECDPS	iso1	b2746	3
MELIBt2pp	iso1	b0343	1
MELIBt2pp	iso2	b4120	1
MELIBt3ipp	iso1	b1528	1
MELIBtex	iso1	b0241	3
MELIBtex	iso2	b0929	3
MELIBtex	iso3	b1377	3
MELIBtex	iso4	b2215	3
MEOHtex	iso1	b0241	3
MEOHtex	iso2	b0929	3
MEOHtex	iso3	b1377	3
MEOHtex	iso4	b2215	3
MEOHtrpp	iso1	s0001	1
MEPCT	iso1	b2747	2
MEPNabcpp	iso1	b4104	1
MEPNabcpp	iso1	b4105	1
MEPNabcpp	iso1	b4106	1
MEPNtex	iso1	b0241	3
MEPNtex	iso2	b0929	3
MEPNtex	iso3	b1377	3
MEPNtex	iso4	b2215	3
METabcpp	iso1	b0197	1
METabcpp	iso1	b0198	2
METabcpp	iso1	b0199	2
METAT	iso1	b2942	4
METDabcpp	iso1	b0197	1
METDabcpp	iso1	b0198	2
METDabcpp	iso1	b0199	2
METDtex	iso1	b0241	3
METDtex	iso2	b0929	3
METDtex	iso3	b1377	3
METDtex	iso4	b2215	3
METGLCUR	iso1	b1617	4
METGLCURt2pp	iso1	b1616	1
METGLCURtex	iso1	b0241	3
METGLCURtex	iso2	b0929	3
METGLCURtex	iso3	b1377	3
METGLCURtex	iso4	b2215	3
METNA	iso1	b1448	1
METOX1s	iso1	s0001	1
METOX2s	iso1	s0001	1
METS	iso1	b3829	1
METS	iso2	b4019	1
METSOX1tex	iso1	b0241	3
METSOX1tex	iso2	b0929	3
METSOX1tex	iso3	b1377	3
METSOX1tex	iso4	b2215	3
METSOX2tex	iso1	b0241	3
METSOX2tex	iso2	b0929	3
METSOX2tex	iso3	b1377	3
METSOX2tex	iso4	b2215	3
METSOXR1	iso1	b2582	1
METSOXR1	iso1	b3551	1
METSOXR1	iso2	b2582	1
METSOXR1	iso2	b4219	1
METSOXR1	iso3	b3551	1
METSOXR1	iso3	b3781	1
METSOXR1	iso4	b3781	1
METSOXR1	iso4	b4219	1
METSOXR2	iso1	b1778	1
METSOXR2	iso1	b2582	1
METSOXR2	iso2	b1778	1
METSOXR2	iso2	b3781	1
METSOXR2	iso3	b1832	1
METSOXR2	iso3	b2582	1
METSOXR2	iso4	b1832	1
METSOXR2	iso4	b3781	1
METt3pp	iso1	b1798	1
METt3pp	iso2	b4141	1
METtex	iso1	b0241	3
METtex	iso2	b0929	3
METtex	iso3	b1377	3
METtex	iso4	b2215	3
MG2tex	iso1	b0241	3
MG2tex	iso2	b0929	3
MG2tex	iso3	b1377	3
MG2tex	iso4	b2215	3
MG2tpp	iso1	b3816	5
MG2uabcpp	iso1	b4242	1
MGSA	iso1	b0963	6
MI1PP	iso1	b2533	1
MICITDr	iso1	b0118	1
MINCYCtex	iso1	b0241	3
MINCYCtex	iso2	b0929	3
MINCYCtex	iso3	b1377	3
MINCYCtex	iso4	b2215	3
MINCYCtpp	iso1	b0462	3
MINCYCtpp	iso1	b0463	6
MINCYCtpp	iso1	b3035	3
MINCYCtpp	iso2	b0463	6
MINCYCtpp	iso2	b2470	3
MINCYCtpp	iso2	b3035	3
MLDCP1App	iso1	b0819	1
MLDCP1App	iso2	b0925	1
MLDCP1App	iso3	b1113	1
MLDCP1App	iso4	b1678	1
MLDCP1App	iso5	b1990	1
MLDCP1Bpp	iso1	b0819	1
MLDCP1Bpp	iso2	b0925	1
MLDCP1Bpp	iso3	b1113	1
MLDCP1Bpp	iso4	b1678	1
MLDCP1Bpp	iso5	b1990	1
MLDCP2App	iso1	b0819	1
MLDCP2App	iso2	b0925	1
MLDCP2App	iso3	b1113	1
MLDCP2App	iso4	b1678	1
MLDCP2App	iso5	b1990	1
MLDCP2Bpp	iso1	b0819	1
MLDCP2Bpp	iso2	b0925	1
MLDCP2Bpp	iso3	b1113	1
MLDCP2Bpp	iso4	b1678	1
MLDCP2Bpp	iso5	b1990	1
MLDCP3App	iso1	b0819	1
MLDCP3App	iso2	b0925	1
MLDCP3App	iso3	b1113	1
MLDCP3App	iso4	b1678	1
MLDCP3App	iso5	b1990	1
MLDEP1pp	iso1	b2328	1
MLDEP2pp	iso1	b2328	1
MLTG1	iso1	b0403	1
MLTG2	iso1	b0403	1
MLTG3	iso1	b0403	1
MLTG4	iso1	b0403	1
MLTG5	iso1	b0403	1
MLTGY1pp	iso1	b0211	1
MLTGY1pp	iso2	b1097	2
MLTGY1pp	iso3	b1193	1
MLTGY1pp	iso4	b2558	1
MLTGY1pp	iso5	b2701	1
MLTGY1pp	iso6	b2813	1
MLTGY1pp	iso7	b2963	1
MLTGY1pp	iso8	b4392	1
MLTGY2pp	iso1	b0211	1
MLTGY2pp	iso2	b1097	2
MLTGY2pp	iso3	b1193	1
MLTGY2pp	iso4	b2558	1
MLTGY2pp	iso5	b2701	1
MLTGY2pp	iso6	b2813	1
MLTGY2pp	iso7	b2963	1
MLTGY2pp	iso8	b4392	1
MLTGY3pp	iso1	b0211	1
MLTGY3pp	iso2	b1097	2
MLTGY3pp	iso3	b1193	1
MLTGY3pp	iso4	b2558	1
MLTGY3pp	iso5	b2701	1
MLTGY3pp	iso6	b2813	1
MLTGY3pp	iso7	b2963	1
MLTGY3pp	iso8	b4392	1
MLTGY4pp	iso1	b0211	1
MLTGY4pp	iso2	b1097	2
MLTGY4pp	iso3	b1193	1
MLTGY4pp	iso4	b2558	1
MLTGY4pp	iso5	b2701	1
MLTGY4pp	iso6	b2813	1
MLTGY4pp	iso7	b2963	1
MLTGY4pp	iso8	b4392	1
MLTP1	iso1	b3417	2
MLTP2	iso1	b3417	2
MLTP3	iso1	b3417	2
MMCD	iso1	b2919	1
MMETt2pp	iso1	b0260	1
MMETtex	iso1	b0241	3
MMETtex	iso2	b0929	3
MMETtex	iso3	b1377	3
MMETtex	iso4	b2215	3
MMM	iso1	b2917	2
MN2t3pp	iso1	b0752	1
MN2t3pp	iso2	b3915	2
MN2tipp	iso1	b1821	1
MN2tpp	iso1	b3040	1
MN6PP	iso1	b0822	2
MN6PP	iso2	b1727	1
MN6PP	iso3	b3697	2
MN6PP	iso4	b3826	1
MNLptspp	iso1	b2415	1
MNLptspp	iso1	b2416	1
MNLptspp	iso1	b2702	1
MNLptspp	iso1	b2703	1
MNLptspp	iso1	b2704	1
MNLptspp	iso2	b2415	1
MNLptspp	iso2	b2416	1
MNLptspp	iso2	b2933	1
MNLptspp	iso2	b2934	1
MNLptspp	iso3	b2415	1
MNLptspp	iso3	b2416	1
MNLptspp	iso3	b3599	1
MNLtex	iso1	b0241	3
MNLtex	iso2	b0929	3
MNLtex	iso3	b1377	3
MNLtex	iso4	b2215	3
MNNH	iso1	b4322	1
MNt2pp	iso1	b2392	1
MNtex	iso1	b0241	3
MNtex	iso2	b0929	3
MNtex	iso3	b1377	3
MNtex	iso4	b2215	3
MOADSUx	iso1	b0784	1
MOADSUx	iso1	b2530	1
MOAT2	iso1	b3633	1
MOAT3C	iso1	b3624	1
MOAT	iso1	b3633	1
MOBDabcpp	iso1	b0763	1
MOBDabcpp	iso1	b0764	2
MOBDabcpp	iso1	b0765	2
MOBDabcpp	iso2	b2422	2
MOBDabcpp	iso2	b2423	1
MOBDabcpp	iso2	b2424	1
MOBDabcpp	iso2	b2425	1
MOBDabcpp	iso3	b2422	2
MOBDabcpp	iso3	b2423	1
MOBDabcpp	iso3	b2424	1
MOBDabcpp	iso3	b3917	1
MOBDtex	iso1	b0241	3
MOBDtex	iso2	b0929	3
MOBDtex	iso3	b1377	3
MOBDtex	iso4	b2215	3
MOCDS	iso1	b2877	1
MOCOS	iso1	b0827	2
MOGDS	iso1	b3856	1
MOGDS	iso1	b3857	1
MOGDS	iso2	b3857	1
MOHMT	iso1	b0134	10
MPTAT	iso1	b0009	3
MPTG2	iso1	b0089	1
MPTG2	iso1	b0149	1
MPTG2	iso1	b1069	1
MPTG2	iso2	b0089	1
MPTG2	iso2	b1069	1
MPTG2	iso2	b2519	1
MPTG2	iso3	b0089	1
MPTG2	iso3	b1069	1
MPTG2	iso3	b3208	1
MPTG2	iso4	b0089	1
MPTG2	iso4	b1069	1
MPTG2	iso4	b3396	1
MPTG	iso1	b0089	1
MPTG	iso1	b0149	1
MPTG	iso1	b1069	1
MPTG	iso2	b0089	1
MPTG	iso2	b1069	1
MPTG	iso2	b2519	1
MPTG	iso3	b0089	1
MPTG	iso3	b1069	1
MPTG	iso3	b3208	1
MPTG	iso4	b0089	1
MPTG	iso4	b1069	1
MPTG	iso4	b3396	1
MPTS	iso1	b0784	2
MPTS	iso1	b0785	2
MPTSS	iso1	b0826	2
MSAR	iso1	b1008	1
MSAR	iso2	b1539	4
MSO3abcpp	iso1	b0933	2
MSO3abcpp	iso1	b0934	2
MSO3abcpp	iso1	b0936	1
MSO3tex	iso1	b0241	3
MSO3tex	iso2	b0929	3
MSO3tex	iso3	b1377	3
MSO3tex	iso4	b2215	3
MTAN	iso1	b0159	2
MTHFC	iso1	b0529	2
MTHFD	iso1	b0529	2
MTHFR2	iso1	b3941	4
MTHTHFSs	iso1	s0001	1
MTRPOX	iso1	b1059	1
N2Otex	iso1	b0241	3
N2Otex	iso2	b0929	3
N2Otex	iso3	b1377	3
N2Otex	iso4	b2215	3
N2Otpp	iso1	s0001	1
NACtex	iso1	b0241	3
NACtex	iso2	b0929	3
NACtex	iso3	b1377	3
NACtex	iso4	b2215	3
NADDP	iso1	b2411	1
NADDP	iso2	b3996	2
NADH10	iso1	b0046	2
NADH10	iso2	b1004	2
NADH10	iso3	b1109	1
NADH10	iso4	b3713	4
NADH16pp	iso1	b2276	1
NADH16pp	iso1	b2277	1
NADH16pp	iso1	b2278	1
NADH16pp	iso1	b2279	1
NADH16pp	iso1	b2280	1
NADH16pp	iso1	b2281	1
NADH16pp	iso1	b2282	1
NADH16pp	iso1	b2283	1
NADH16pp	iso1	b2284	1
NADH16pp	iso1	b2285	1
NADH16pp	iso1	b2286	1
NADH16pp	iso1	b2287	1
NADH16pp	iso1	b2288	1
NADH17pp	iso1	b2276	1
NADH17pp	iso1	b2277	1
NADH17pp	iso1	b2278	1
NADH17pp	iso1	b2279	1
NADH17pp	iso1	b2280	1
NADH17pp	iso1	b2281	1
NADH17pp	iso1	b2282	1
NADH17pp	iso1	b2283	1
NADH17pp	iso1	b2284	1
NADH17pp	iso1	b2285	1
NADH17pp	iso1	b2286	1
NADH17pp	iso1	b2287	1
NADH17pp	iso1	b2288	1
NADH18pp	iso1	b2276	1
NADH18pp	iso1	b2277	1
NADH18pp	iso1	b2278	1
NADH18pp	iso1	b2279	1
NADH18pp	iso1	b2280	1
NADH18pp	iso1	b2281	1
NADH18pp	iso1	b2282	1
NADH18pp	iso1	b2283	1
NADH18pp	iso1	b2284	1
NADH18pp	iso1	b2285	1
NADH18pp	iso1	b2286	1
NADH18pp	iso1	b2287	1
NADH18pp	iso1	b2288	1
NADH5	iso1	b0046	2
NADH5	iso2	b1004	2
NADH5	iso3	b1109	1
NADH5	iso4	b3713	4
NADH9	iso1	b0046	2
NADH9	iso2	b1004	2
NADH9	iso3	b1109	1
NADH9	iso4	b3713	4
NADHHR	iso1	b1779	4
NADHHR	iso2	s0001	1
NADHHS	iso1	b1779	4
NADHHS	iso2	s0001	1
NADHPO	iso1	b0605	10
NADHPO	iso1	b0606	2
NADHXD	iso1	b4167	1
